0.1000, -0.9000, 2.6656
0.1000, -0.8800, 2.5805
0.1000, -0.8600, 2.5047
0.1000, -0.8400, 2.4192
0.1000, -0.8200, 2.3574
0.1000, -0.8000, 2.2934
0.1000, -0.7800, 2.1852
0.1000, -0.7600, 2.1187
0.1000, -0.7400, 2.0193
0.1000, -0.7200, 1.9784
0.1000, -0.7000, 1.8269
0.1000, -0.6800, 1.8218
0.1000, -0.6600, 1.7265
0.1000, -0.6400, 1.6103
0.1000, -0.6200, 1.5968
0.1000, -0.6000, 1.4940
0.1000, -0.5800, 1.4182
0.1000, -0.5600, 1.3174
0.1000, -0.5400, 1.2753
0.1000, -0.5200, 1.2225
0.1000, -0.5000, 1.1509
0.1000, -0.4800, 1.0783
0.1000, -0.4600, 0.9783
0.1000, -0.4400, 0.9337
0.1000, -0.4200, 0.8672
0.1000, -0.4000, 0.7860
0.1000, -0.3800, 0.7522
0.1000, -0.3600, 0.7501
0.1000, -0.3400, 0.6197
0.1000, -0.3200, 0.6492
0.1000, -0.3000, 0.5827
0.1000, -0.2800, 0.5611
0.1000, -0.2600, 0.5552
0.1000, -0.2400, 0.5488
0.1000, -0.2200, 0.5306
0.1000, -0.2000, 0.5390
0.1000, -0.1800, 0.5753
0.1000, -0.1600, 0.6289
0.1000, -0.1400, 0.6879
0.1000, -0.1200, 0.7426
0.1000, -0.1000, 0.8239
0.1000, -0.0800, 0.8766
0.1200, -0.9000, 2.5619
0.1200, -0.8800, 2.4746
0.1200, -0.8600, 2.3757
0.1200, -0.8400, 2.3372
0.1200, -0.8200, 2.2376
0.1200, -0.8000, 2.1540
0.1200, -0.7800, 2.0792
0.1200, -0.7600, 2.0302
0.1200, -0.7400, 1.9172
0.1200, -0.7200, 1.8750
0.1200, -0.7000, 1.7778
0.1200, -0.6800, 1.7447
0.1200, -0.6600, 1.6533
0.1200, -0.6400, 1.5706
0.1200, -0.6200, 1.4898
0.1200, -0.6000, 1.4428
0.1200, -0.5800, 1.3576
0.1200, -0.5600, 1.2637
0.1200, -0.5400, 1.2304
0.1200, -0.5200, 1.1294
0.1200, -0.5000, 1.0724
0.1200, -0.4800, 1.0139
0.1200, -0.4600, 0.9220
0.1200, -0.4400, 0.8650
0.1200, -0.4200, 0.8535
0.1200, -0.4000, 0.7455
0.1200, -0.3800, 0.7050
0.1200, -0.3600, 0.6604
0.1200, -0.3400, 0.6018
0.1200, -0.3200, 0.5376
0.1200, -0.3000, 0.5600
0.1200, -0.2800, 0.5452
0.1200, -0.2600, 0.5502
0.1200, -0.2400, 0.5552
0.1200, -0.2200, 0.6012
0.1200, -0.2000, 0.5934
0.1200, -0.1800, 0.6513
0.1200, -0.1600, 0.6525
0.1200, -0.1400, 0.6991
0.1200, -0.1200, 0.7860
0.1200, -0.1000, 0.8682
0.1200, -0.0800, 0.9043
0.1400, -0.9000, 2.4753
0.1400, -0.8800, 2.4175
0.1400, -0.8600, 2.3424
0.1400, -0.8400, 2.2351
0.1400, -0.8200, 2.1638
0.1400, -0.8000, 2.0973
0.1400, -0.7800, 2.0563
0.1400, -0.7600, 1.9571
0.1400, -0.7400, 1.8881
0.1400, -0.7200, 1.8037
0.1400, -0.7000, 1.7211
0.1400, -0.6800, 1.6780
0.1400, -0.6600, 1.5789
0.1400, -0.6400, 1.4817
0.1400, -0.6200, 1.4010
0.1400, -0.6000, 1.3188
0.1400, -0.5800, 1.2900
0.1400, -0.5600, 1.2033
0.1400, -0.5400, 1.1247
0.1400, -0.5200, 1.0704
0.1400, -0.5000, 1.0624
0.1400, -0.4800, 0.9456
0.1400, -0.4600, 0.8737
0.1400, -0.4400, 0.8456
0.1400, -0.4200, 0.8073
0.1400, -0.4000, 0.7225
0.1400, -0.3800, 0.6351
0.1400, -0.3600, 0.6304
0.1400, -0.3400, 0.5647
0.1400, -0.3200, 0.5770
0.1400, -0.3000, 0.5281
0.1400, -0.2800, 0.5241
0.1400, -0.2600, 0.5937
0.1400, -0.2400, 0.5727
0.1400, -0.2200, 0.6122
0.1400, -0.2000, 0.6897
0.1400, -0.1800, 0.6931
0.1400, -0.1600, 0.6912
0.1400, -0.1400, 0.7665
0.1400, -0.1200, 0.8375
0.1400, -0.1000, 0.8966
0.1400, -0.0800, 0.9554
0.1600, -0.9000, 2.3673
0.1600, -0.8800, 2.2955
0.1600, -0.8600, 2.2412
0.1600, -0.8400, 2.1733
0.1600, -0.8200, 2.0768
0.1600, -0.8000, 2.0201
0.1600, -0.7800, 1.9413
0.1600, -0.7600, 1.8555
0.1600, -0.7400, 1.7854
0.1600, -0.7200, 1.6750
0.1600, -0.7000, 1.6433
0.1600, -0.6800, 1.5859
0.1600, -0.6600, 1.5228
0.1600, -0.6400, 1.3871
0.1600, -0.6200, 1.3714
0.1600, -0.6000, 1.3110
0.1600, -0.5800, 1.2277
0.1600, -0.5600, 1.1492
0.1600, -0.5400, 1.1068
0.1600, -0.5200, 1.0027
0.1600, -0.5000, 0.9702
0.1600, -0.4800, 0.9333
0.1600, -0.4600, 0.8061
0.1600, -0.4400, 0.7842
0.1600, -0.4200, 0.6946
0.1600, -0.4000, 0.6491
0.1600, -0.3800, 0.6339
0.1600, -0.3600, 0.5832
0.1600, -0.3400, 0.5468
0.1600, -0.3200, 0.5545
0.1600, -0.3000, 0.5573
0.1600, -0.2800, 0.5606
0.1600, -0.2600, 0.5617
0.1600, -0.2400, 0.5785
0.1600, -0.2200, 0.6643
0.1600, -0.2000, 0.6615
0.1600, -0.1800, 0.7411
0.1600, -0.1600, 0.7661
0.1600, -0.1400, 0.8319
0.1600, -0.1200, 0.8922
0.1600, -0.1000, 0.9813
0.1600, -0.0800, 0.9899
0.1800, -0.9000, 2.3414
0.1800, -0.8800, 2.2181
0.1800, -0.8600, 2.1707
0.1800, -0.8400, 2.0761
0.1800, -0.8200, 2.0028
0.1800, -0.8000, 1.9360
