    1    1    1    0.500000    8.000000   40.000000
    2    1    1    0.500631    8.010100   40.050503
    3    1    1    0.501263    8.020202   40.101009
    4    1    1    0.501894    8.030302   40.151512
    5    1    1    0.502525    8.040404   40.202019
    6    1    1    0.503157    8.050505   40.252525
    7    1    1    0.503788    8.060606   40.303032
    8    1    1    0.504419    8.070706   40.353535
    9    1    1    0.505050    8.080808   40.404041
   10    1    1    0.505682    8.090908   40.454544
   11    1    1    0.506313    8.101010   40.505051
   12    1    1    0.506944    8.111111   40.555553
   13    1    1    0.507576    8.121212   40.606060
   14    1    1    0.508207    8.131312   40.656563
   15    1    1    0.508838    8.141414   40.707069
   16    1    1    0.509470    8.151515   40.757576
   17    1    1    0.510101    8.161616   40.808083
   18    1    1    0.510732    8.171717   40.858585
   19    1    1    0.511364    8.181818   40.909092
   20    1    1    0.511995    8.191918   40.959595
   21    1    1    0.512626    8.202021   41.010101
   22    1    1    0.513258    8.212121   41.060604
   23    1    1    0.513889    8.222222   41.111111
   24    1    1    0.514520    8.232323   41.161613
   25    1    1    0.515152    8.242424   41.212120
   26    1    1    0.515783    8.252524   41.262627
   27    1    1    0.516414    8.262627   41.313133
   28    1    1    0.517045    8.272727   41.363636
   29    1    1    0.517677    8.282828   41.414143
   30    1    1    0.518308    8.292929   41.464645
   31    1    1    0.518939    8.303030   41.515152
   32    1    1    0.519571    8.313131   41.565655
   33    1    1    0.520202    8.323233   41.616161
   34    1    1    0.520833    8.333333   41.666664
   35    1    1    0.521465    8.343434   41.717171
   36    1    1    0.522096    8.353535   41.767677
   37    1    1    0.522727    8.363637   41.818184
   38    1    1    0.523359    8.373737   41.868687
   39    1    1    0.523990    8.383839   41.919193
   40    1    1    0.524621    8.393939   41.969696
   41    1    1    0.525253    8.404040   42.020203
   42    1    1    0.525884    8.414141   42.070705
   43    1    1    0.526515    8.424243   42.121212
   44    1    1    0.527146    8.434343   42.171715
   45    1    1    0.527778    8.444445   42.222221
   46    1    1    0.528409    8.454545   42.272728
   47    1    1    0.529040    8.464646   42.323235
   48    1    1    0.529672    8.474748   42.373737
   49    1    1    0.530303    8.484849   42.424244
   50    1    1    0.530934    8.494949   42.474747
   51    1    1    0.531566    8.505051   42.525253
   52    1    1    0.532197    8.515151   42.575756
   53    1    1    0.532828    8.525253   42.626263
   54    1    1    0.533460    8.535354   42.676765
   55    1    1    0.534091    8.545455   42.727272
   56    1    1    0.534722    8.555555   42.777779
   57    1    1    0.535354    8.565657   42.828285
   58    1    1    0.535985    8.575758   42.878788
   59    1    1    0.536616    8.585859   42.929295
   60    1    1    0.537247    8.595960   42.979797
   61    1    1    0.537879    8.606061   43.030304
   62    1    1    0.538510    8.616161   43.080807
   63    1    1    0.539141    8.626263   43.131313
   64    1    1    0.539773    8.636364   43.181816
   65    1    1    0.540404    8.646465   43.232323
   66    1    1    0.541035    8.656566   43.282829
   67    1    1    0.541667    8.666667   43.333336
   68    1    1    0.542298    8.676767   43.383839
   69    1    1    0.542929    8.686869   43.434345
   70    1    1    0.543561    8.696970   43.484848
   71    1    1    0.544192    8.707071   43.535355
   72    1    1    0.544823    8.717172   43.585857
   73    1    1    0.545455    8.727273   43.636364
   74    1    1    0.546086    8.737374   43.686867
   75    1    1    0.546717    8.747475   43.737373
   76    1    1    0.547348    8.757576   43.787880
   77    1    1    0.547980    8.767677   43.838387
   78    1    1    0.548611    8.777778   43.888889
   79    1    1    0.549242    8.787878   43.939392
   80    1    1    0.549874    8.797980   43.989899
   81    1    1    0.550505    8.808081   44.040405
   82    1    1    0.551136    8.818182   44.090908
   83    1    1    0.551768    8.828282   44.141411
   84    1    1    0.552399    8.838384   44.191917
   85    1    1    0.553030    8.848485   44.242424
   86    1    1    0.553662    8.858586   44.292931
   87    1    1    0.554293    8.868687   44.343433
   88    1    1    0.554924    8.878788   44.393940
   89    1    1    0.555556    8.888889   44.444447
   90    1    1    0.556187    8.898991   44.494949
   91    1    1    0.556818    8.909091   44.545452
   92    1    1    0.557450    8.919192   44.595959
   93    1    1    0.558081    8.929293   44.646465
   94    1    1    0.558712    8.939394   44.696968
   95    1    1    0.559343    8.949494   44.747475
   96    1    1    0.559975    8.959597   44.797981
   97    1    1    0.560606    8.969697   44.848488
   98    1    1    0.561237    8.979798   44.898991
   99    1    1    0.561869    8.989899   44.949493
  100    1    1    0.562500    9.000000   45.000000
    1    2    1    0.564103    9.025641   45.128204
